Title,Year,Rated,Day_Released,Month_Released,Runtime,Genre,Director,Actors,Plot,Language,Country,Awards,Poster,RottenTomatoes,Metascore,imdbRating,imdbVotes,imdbID,Production,
Point Blank,1967,Not Rated,31,Aug,92,"Crime,Drama,Thriller",John Boorman,"Lee Marvin, Angie Dickinson, Keenan Wynn, Carroll O'Connor","After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the money that was stolen from him.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYzUxOTg2MzAtOTY3Yi00NDVhLTk4OWItNjFjZmZlMWI2MjdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.95,86,7.3,18171,tt0062138,Metro-Goldwyn-Mayer,
The Red and the White,1967,Not Rated,20,Sep,90,"Drama,War",Miklós Jancsó,"József Madaras, Tibor Molnár, András Kozák, Jácint Juhász","In 1919, Hungarian Communists aid the Bolsheviks' defeat of Czarists, the Whites. Near the Volga, a monastery and a field hospital are held by one side then the other. Captives are executed...","Hungarian,Russian","Hungary,SovietUnion",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2U2ZWYwNjYtZjQ5Yy00NGZhLTgzYjgtY2FmNDc5MmY3OTg1XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,0.93,N/A,7.8,2827,tt0061537,N/A,
Report,1967,N/A,N/A,,13,Short,Bruce Conner,N/A,A compilation of selected bits of archival footage put to a narration of news reports describing the day President John F. Kennedy was assassinated.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2E5NzIxZDItYWZlNC00MzhhLTgzYzEtYThmYjE2YzBjZWJkXkEyXkFqcGdeQXVyNjA3MzA0MzA@._V1_SX300.jpg,N/A,N/A,6.4,1052,tt0130976,N/A,
Le Samouraï,1967,GP,25,Oct,101,"Crime,Drama,Mystery,Thriller",Jean-Pierre Melville,"Alain Delon, François Périer, Nathalie Delon, Cathy Rosier",After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,French,"France,Italy",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMWFjZjRiM2QtZmRkOC00MDUxLTlhYmQtYmY5ZTNiMTI5Nzc2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,1,N/A,8.1,44654,tt0062229,"Compagnie Industrielle et Commerciale Cinématographique, Fida Cinematografica",
2 or 3 Things I Know About Her,1967,Not Rated,17,Mar,87,"Comedy,Drama",Jean-Luc Godard,"Marina Vlady, Anny Duperey, Roger Montsoret, Raoul Lévy","A day in the life of a Parisian housewife/prostitute, interspersed with musings on the Vietnam War and other contemporary issues.","French,Italian,English",France,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmFkYjJmNTYtYWRiMS00YWRkLTgyNzgtMTlmMTljZDE4YzNiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,0.94,N/A,6.8,6328,tt0060304,"Les Films du Carrosse, Argos Films, Anouchka Films, Parc Film",
Viy,1967,Not Rated,27,Nov,77,"Drama,Fantasy,Horror","Konstantin Ershov, Georgiy Kropachyov","Leonid Kuravlyov, Natalya Varley, Aleksey Glazyrin, Nikolay Kutuzov",A young priest is ordered to preside over the wake of witch in a small old wooden church of a remote village. This means spending three nights alone with the corpse with only his faith to protect him.,Russian,SovietUnion,N/A,https://m.media-amazon.com/images/M/MV5BN2VjZmUyMzgtNGJlZi00ZjQwLWJlZjgtYTA5M2IyYmUxZjA3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0.79,N/A,7.4,5562,tt0062453,Mosfilm,
Wavelength,1967,N/A,17,Mar,45,Drama,Michael Snow,"Hollis Frampton, Lyne Grossman, Naoto Nakazawa, Roswell Rudd","One of the most unconventional and experimental films ever made, Wavelength is a structural film of a 45-minute long zoom in on a window over a period of a week.",English,"Canada,USA",1 win.,https://m.media-amazon.com/images/M/MV5BNzBhYjZjMTItNGQzZS00NTNiLWJlYzItODM4NDBkMmNiZThiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.58,N/A,5.6,2299,tt0127354,N/A,
Weekend,1967,Not Rated,27,Sep,105,"Adventure,Comedy,Drama",Jean-Luc Godard,"Mireille Darc, Jean Yanne, Jean-Pierre Kalfon",A surreal tale of a married couple going on a road trip to visit the wife's parents with the intention of killing them for the inheritance.,French,"France,Italy",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZjUyMzMwZjctN2ZmOS00NTFlLWI0ZTktZWJhOTI3NjNkOGI0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,0.96,N/A,7.2,12900,tt0062480,Comacico,
The Young Girls of Rochefort,1967,G,11,Apr,125,"Comedy,Drama,Musical,Romance",Jacques Demy,"Catherine Deneuve, George Chakiris, Françoise Dorléac, Jacques Perrin","Two sisters leave their small seaside town of Rochefort in search of romance. Hired as carnival singers, one falls for an American musician, while the other must search for her ideal partner.","French,English",France,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA3YjViNmMtNTYyNS00MGE4LWI2ODQtNTFmOTBmNDFkM2ZmXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg,0.98,N/A,7.7,7803,tt0062873,Miramax,
2001: A Space Odyssey,1968,G,12,May,149,"Adventure,Sci-Fi",Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter","After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.","English,Russian","UK,USA",Won 1 Oscar. Another 15 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.92,84,8.3,594224,tt0062622,Metro Goldwyn Mayer,
The Color of Pomegranates,1969,Not Rated,27,Jan,79,"Biography,Drama,History,Music",Sergei Parajanov,"Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan, Gogi Gegechkori","A super-stylized, surreal biography of Armenian troubadour Sayat Nova, whose life is depicted through non-narrative amalgamations of poetic images.","Armenian,Azerbaijani,Georgian",SovietUnion,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZmIyMjhhYTktYWI5Yy00YTczLTgzYzktODdkMWMxODk5MGQ3XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,0.94,N/A,7.7,8731,tt0063555,N/A,
Faces,1968,R,17,Oct,130,Drama,John Cassavetes,"John Marley, Gena Rowlands, Lynn Carlin, Fred Draper","A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.",English,USA,Nominated for 3 Oscars. Another 5 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzlkNDNjMzQtZThlMi00Yzk5LThmZjktOTU5ZjM2Y2RmMjgxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,0.83,88,7.6,9406,tt0062952,"Castle Hill Productions, Continental Films",
High School,1968,Not Rated,1,May,75,Documentary,Frederick Wiseman,N/A,Documentary filmmaker Frederick Wiseman takes us inside Northeast High School as a fly on the wall to observe the teachers and how they interact with the students.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZTZhZWExNDMtNmYzMC00MGJmLWI0ZDQtZGQzMzBmNzZkMWQ1XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_SX300.jpg,0.84,N/A,7.6,1677,tt0064429,N/A,
Hour of the Wolf,1968,Not Rated,9,Apr,90,"Drama,Horror",Ingmar Bergman,"Max von Sydow, Liv Ullmann, Gertrud Fridh, Georg Rydeberg","While vacationing on a remote Scandanavian island with his younger pregnant wife, an artist has an emotional breakdown while confronting his repressed desires.","Swedish,Norwegian",Sweden,2 wins.,https://m.media-amazon.com/images/M/MV5BMzdmZjc4MTMtYmQwYy00ZjMwLWE0ODItYjU0NTc0NTVkOTAyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,0.92,N/A,7.6,18291,tt0063759,Svensk Filmindustri,
If....,1968,R,21,May,111,"Crime,Drama",Lindsay Anderson,"Malcolm McDowell, David Wood, Richard Warwick, Christine Noonan","In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England.","English,Latin",UK,Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMDIxYTMxMjYtODVkZi00ZDE3LThiNTctMmM5YTg2NzlkMGI0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,0.91,N/A,7.5,22073,tt0063850,Memorial Enterprises,
In the Year of the Pig,1968,Not Rated,26,Feb,103,"Documentary,War",Emile de Antonio,"Harry S. Ashmore, Daniel Berrigan, Joseph Buttinger, William R. Corson","A documentary chronicling the background to, and history of, the Vietnam War.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgzMjc1NTE3N15BMl5BanBnXkFtZTcwMjMzNzAzMQ@@._V1_SX300.jpg,0.84,N/A,7.5,1434,tt0064482,N/A,
Lucia,1968,N/A,1,Oct,160,Drama,Humberto Solás,"Raquel Revuelta, Eslinda Núñez, Adela Legrá, Eduardo Moure","Traces episodes in the lives of three Cuban women, each named Lucía, from three different historical periods: the Cuban war of independence (with Spain), the 1930s, and the 1960s.",Spanish,Cuba,1 win.,https://m.media-amazon.com/images/M/MV5BMzBjMjBmZjYtMzRkOS00YTk3LThiOGEtNTBjMDQyYmFkODQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.88,N/A,7,760,tt0064609,N/A,
Memories of Underdevelopment,1968,Not Rated,17,May,97,Drama,Tomás Gutiérrez Alea,"Sergio Corrieri, Daisy Granados, Eslinda Núñez, Omar Valdés",A Cuban man cycles through his repressed opinions and memories as the threat of foreign invasion intensifies and the rest of his family retreats to Miami.,"Spanish,English",Cuba,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjZlYWU1YjQtNzE1OS00NDQ2LWJkYmEtMThkMGU4ZWFlYWFiXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,0.92,N/A,7.7,3655,tt0063291,N/A,
Night of the Living Dead,1968,Not Rated,4,Oct,96,"Horror,Thriller",George A. Romero,"Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman","A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",English,USA,6 wins.,https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.97,89,7.9,115338,tt0063350,"Off Color Films, Image Ten, Market Square Productions, Laurel",
Once Upon a Time in the West,1968,PG-13,4,Jul,165,Western,Sergio Leone,"Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"English,Italian","Italy,USA",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0.95,80,8.5,297598,tt0064116,Paramount Pictures,
Planet of the Apes,1968,G,3,Apr,112,"Adventure,Sci-Fi",Franklin J. Schaffner,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans","An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",English,USA,Nominated for 2 Oscars. Another 6 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_SX300.jpg,0.87,79,8,163850,tt0063442,"Twentieth Century Fox, APJAC Productions",
The Producers,1967,PG,10,Nov,88,"Comedy,Music",Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars",A stage-play producer devises a plan to make money by producing a sure-fire flop.,"English,German",USA,Won 1 Oscar. Another 2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI4YTQzZjAtODkzZi00ZWNiLTlkNDItNzJiY2RkNjBkYTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.9,96,7.6,49178,tt0063462,"Crossbow Productions, AVCO Embassy Pictures",
Rosemary's Baby,1968,Approved,12,Jun,137,"Drama,Horror",Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,English,USA,Won 1 Oscar. Another 10 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZmEwZGU2NzctYzlmNi00MGJkLWE3N2MtYjBlN2ZhMGJkZTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.96,96,8,191126,tt0063522,Paramount Pictures,
Shame,1968,R,23,Dec,103,Drama,Ingmar Bergman,"Liv Ullmann, Max von Sydow, Sigge Fürst, Gunnar Björnstrand","In the midst of a civil war, former violinists Jan and Eva Rosenberg, who have a tempestuous marriage, run a farm on a rural island. In spite of their best efforts to escape their homeland, the war impinges on every aspect of their lives.",Swedish,Sweden,Nominated for 1 Golden Globe. Another 9 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTMxZmNiMTQtYTI3NS00ODUxLThjYjQtMTU2M2JmMjMzYjcxXkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_SX300.jpg,0.67,N/A,8.1,12094,tt0063611,"See-Saw Films, Film4, UK Film Council",
Targets,1968,R,15,Aug,90,"Crime,Drama,Thriller",Peter Bogdanovich,"Tim O'Kelly, Boris Karloff, Arthur Peterson, Monte Landis","An elderly horror film star, while making a personal appearance at a drive-in theatre, confronts a psychotic Vietnam War veteran who has turned into a mass-murdering sniper.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMmQyNTMxZWYtZjM0MS00YWY2LTk2MWQtYmVmNTEzODdlNWIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.89,N/A,7.4,8304,tt0063671,Saticoy Productions,
Butch Cassidy and the Sundance Kid,1969,PG,24,Sep,110,"Biography,Crime,Drama,Western",George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","English,Spanish",USA,Won 4 Oscars. Another 17 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg,0.9,66,8,199968,tt0064115,"Twentieth Century Fox, Campanile",
The Cow,1969,Not Rated,1,Dec,104,Drama,Dariush Mehrjui,"Ezzatolah Entezami, Mahin Shahabi, Ali Nassirian, Jamshid Mashayekhi","An old villager deeply in love with his cow goes to the capital for a while. While he's there, the cow dies and now the villagers are afraid of his possible reaction to it when he returns.",Persian,Iran,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjExMDA0ODY5N15BMl5BanBnXkFtZTcwMDM5NzYyMQ@@._V1_SX300.jpg,0.91,N/A,8.1,5218,tt0064356,Iranian Ministry of Culture,
Easy Rider,1969,R,26,Jun,95,"Adventure,Drama",Dennis Hopper,"Peter Fonda, Dennis Hopper, Antonio Mendoza, Phil Spector","Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","English,Spanish,Greek,Ancient(to1453)",USA,Nominated for 2 Oscars. Another 8 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTc2MjI2NDc4Ml5BMl5BanBnXkFtZTgwODI4NzU0MTI@._V1_SX300.jpg,0.83,85,7.3,98630,tt0064276,Columbia Pictures Corporation,
Midnight Cowboy,1969,R,25,May,113,Drama,John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver","A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.","English,Italian",USA,Won 3 Oscars. Another 25 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,0.88,79,7.8,99365,tt0064665,"Florin Productions, Jerome Hellman Productions",
My Night at Maud's,1969,GP,22,Mar,105,"Comedy,Drama,Romance",Éric Rohmer,"Jean-Louis Trintignant, Françoise Fabian, Marie-Christine Barrault, Antoine Vitez","The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",French,France,Nominated for 2 Oscars. Another 4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzgwNmFkOGEtY2U2MC00MTUxLTgxYmItYmQ2NDBkNmExYWVjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,0.95,N/A,8,10071,tt0064612,"Les Films des deux mondes, Les Films du Losange, Productions de La Guéville, Two World Entertainment, Les Films de la Pléiade [fr], Simar Films, Les Films du Carrosse, Renn Productions, FFD",
Fellini Satyricon,1969,R,11,Mar,129,"Drama,Fantasy,History",Federico Fellini,"Martin Potter, Hiram Keller, Max Born, Salvo Randone",A series of disjointed mythical tales set in first century Rome.,"Italian,Latin","Italy,France",Nominated for 1 Oscar. Another 5 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOWNiNGZkNDctYjhlMC00NDRkLTk2MjQtODZmNmQ5MWNmOWZkXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,0.78,N/A,6.9,14729,tt0064940,United Artists,
The Sorrow and the Pity,1969,PG,25,Mar,251,"Documentary,History,War",Marcel Ophüls,"Georges Bidault, Matthäus Bleibinger, Charles Braun, Maurice Buckmaster",An in-depth exploration of the various reactions by the French people to the Vichy government's acceptance of Nazi invasion.,"French,German,English","Switzerland,WestGermany",Nominated for 1 Oscar. Another 6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZGJkYTdlMzctNjhhZi00Zjg4LTg0ODItNDUyY2M0ZGZiM2RhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,1,N/A,8.2,3516,tt0066904,"Télévision Rencontre, Télévision Suisse-Romande (TSR), Norddeutscher Rundfunk (NDR) [de]",
The Wild Bunch,1969,R,19,Jun,135,"Action,Adventure,Western",Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.","English,Spanish,German",USA,Nominated for 2 Oscars. Another 6 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.9,97,7.9,76618,tt0065214,Warner Brothers,
Z,1969,M/PG,8,Dec,127,"Crime,Drama,History,Thriller",Costa-Gavras,"Yves Montand, Irene Papas, Jean-Louis Trintignant, François Périer","Following the murder of a prominent leftist, an investigator tries to uncover the truth while government officials attempt to cover up their roles.","French,Russian,English","France,Algeria",Won 2 Oscars. Another 10 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BNDQ4ZTI5NTktOTY2ZS00NmM3LWE2ZTAtMTdjNzFmOWYzYzhkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,0.93,86,8.3,23569,tt0065234,Reggane Films,
The Bird with the Crystal Plumage,1970,GP,12,Jun,96,"Horror,Mystery,Thriller",Dario Argento,"Tony Musante, Suzy Kendall, Enrico Maria Salerno, Eva Renzi","An American expatriate in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city, and conducts his own investigation despite himself and his girlfriend being targeted by the killer.",Italian,"Italy,WestGermany",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjFiNzRkNjItYmVhMi00MzQ2LWJhOTAtYTljMGRhZjU2NTM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.93,N/A,7.2,17776,tt0065143,"Glazier, CCC Filmkunst GmbH, Seda Spettacoli",
Le Boucher,1970,GP,19,Dec,93,"Drama,Thriller",Claude Chabrol,"Stéphane Audran, Jean Yanne, Antonio Passalia, Pascal Ferone","An unlikely friendship between a dour, working class butcher and a repressed schoolteacher coincides with a grisly series of Ripper-type murders in a provincial French town.",French,"France,Italy",Nominated for 1 BAFTA Film Award. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BNzUyY2IxNzItZTNhNS00YmE5LWFmNDAtMTEwMDRiYTM3MDEyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,1,N/A,7.5,7402,tt0064106,Euro International Film (EIA) S.p.A.,
The Conformist,1970,R,21,Mar,113,Drama,Bernardo Bertolucci,"Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin, Enzo Tarascio","A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.","Italian,French,Latin,Chinese","Italy,France,WestGermany",Nominated for 1 Oscar. Another 10 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BODFlYzU4YTItN2EwYi00ODI3LTkwNTQtMDdkNjM3YjMyMTgyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.98,100,8,26566,tt0065571,"Mars Film, Maran Film, Marianne Productions",
The Ear,1990,N/A,18,Oct,94,"Drama,Thriller",Karel Kachyna,"Jirina Bohdalová, Radoslav Brzobohatý, Gustav Opocenský, Miroslav Holub","After coming home from a Party gathering one night, a Czech official becomes convinced that he is about to be the subject of a political purge and tries to do damage control, while also dealing with his turbulent marriage.","Czech,Russian",Czechoslovakia,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzExMWY3N2ItY2M3Yy00ZDY4LWI3MWEtY2VlNGI4M2I2NjgxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,1,N/A,7.8,2427,tt0066498,Filmové studio Barrandov,
Five Easy Pieces,1970,R,12,Sep,98,Drama,Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush, Fannie Flagg","A dropout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",English,USA,Nominated for 4 Oscars. Another 9 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMTRiY2VkMjctNWQzZC00NjAyLTkzNjktYzAwN2M2ODNhOTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,0.88,85,7.5,32868,tt0065724,"BBS Productions, Columbia Pictures Corporation",
The Garden of the Finzi-Continis,1970,R,16,Dec,94,"Drama,History,War",Vittorio De Sica,"Lino Capolicchio, Dominique Sanda, Fabio Testi, Romolo Valli","The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy's 1930s.",Italian,"Italy,WestGermany",Won 1 Oscar. Another 10 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZWRmZjNhNTAtNjgyMy00OGIyLWJkZGQtNjdkNDcwMmZjOWQzXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,1,N/A,7.4,5978,tt0065777,CCC Filmkunst GmbH,
Gimme Shelter,1970,GP,13,Dec,91,"Documentary,Music,Thriller","Albert Maysles, David Maysles, Charlotte Zwerin","The Rolling Stones, Mick Jagger, Charlie Watts, Keith Richards","When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on this film.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTRjMDg4MGEtYjFiNS00ODczLWIzZGMtMDI2MTRlODYxNTJjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,0.93,80,7.8,10657,tt0065780,Maysles Films,
Kes,1969,PG-13,3,Apr,111,"Drama,Family",Ken Loach,"David Bradley, Freddie Fletcher, Lynne Perrie, Colin Welland","A young, English working-class boy spends his free time caring for and training his pet falcon.",English,UK,Won 2 BAFTA Film Awards. Another 3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTkyMDI4NDM5N15BMl5BanBnXkFtZTgwNzY5MzM2OTE@._V1_SX300.jpg,1,N/A,7.9,18349,tt0064541,"Woodfall Film Productions, Kestrel Films",
Little Big Man,1970,PG-13,23,Dec,139,"Adventure,Comedy,Drama,Western",Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam","Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",English,USA,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMWQwNTZjNTgtMGQyMS00ZTI3LWFkNzEtYzIxM2EwZGYxMDU4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,0.96,63,7.6,32489,tt0065988,Cinema Center Films,
MASH,1970,R,18,Mar,116,"Comedy,Drama,War",Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,"English,Japanese,Korean",USA,Won 1 Oscar. Another 13 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,0.87,80,7.4,66998,tt0066026,Aspen Productions,
Patton,1970,GP,2,Apr,172,"Biography,Drama,War",Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",The World War II phase of the career of controversial American general George S. Patton.,"English,German,French,Russian,Arabic,Italian",USA,Won 7 Oscars. Another 17 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.94,91,7.9,92869,tt0066206,Twentieth Century Fox,
Performance,1970,R,4,Sep,105,"Crime,Drama","Donald Cammell, Nicolas Roeg","James Fox, Mick Jagger, Anita Pallenberg, Michèle Breton",A violent gangster seeks refuge from the mob in the Bohemian home of a former rock star.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BODBlMGU1ZjItYTY1NS00MjY4LWJlYWUtNTkxOGE3ZWE5NDYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,0.85,N/A,6.9,9445,tt0066214,Goodtimes Enterprises,
The Spider's Stratagem,1970,N/A,27,Mar,100,"Drama,Mystery",Bernardo Bertolucci,"Giulio Brogi, Alida Valli, Pippo Campanini, Franco Giovanelli",A man returns to the place where his father was murdered and tries to find closure. But he finds himself in a similar predicament as his late father instead.,Italian,Italy,1 win.,https://m.media-amazon.com/images/M/MV5BZjJhNzRlNzQtN2MxMS00MGJiLWE4ZjEtMjMxZWQ2NTk4MWM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1,N/A,6.9,2424,tt0066413,N/A,
