Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Duck Soup,1933,Not Rated,17 Nov 1933,69 min,"Comedy, Musical, War",Leo McCarey,"Bert Kalmar (story), Harry Ruby (story), Arthur Sheekman (additional dialogue), Nat Perrin (additional dialogue)","The Marx Brothers, Groucho Marx, Harpo Marx, Chico Marx",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.8,"54,890",tt0023969,movie,N/A,N/A,Paramount Pictures,N/A,True
Footlight Parade,1933,Passed,21 Oct 1933,104 min,"Comedy, Musical, Romance",Lloyd Bacon,"Manuel Seff (screen play), James Seymour (screen play)","James Cagney, Joan Blondell, Ruby Keeler, Dick Powell","Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.","English, French",USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjM1MjA5NTY1Nl5BMl5BanBnXkFtZTgwNTQ1OTg5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.6,"4,622",tt0024028,movie,N/A,N/A,Warner Bros.,N/A,True
Gold Diggers of 1933,1933,Passed,27 May 1933,97 min,"Comedy, Drama, Musical",Mervyn LeRoy,"Erwin Gelsey (screenplay), James Seymour (screenplay), David Boehm (dialogue), Ben Markson (dialogue), Avery Hopwood (based on a play by)","Warren William, Joan Blondell, Aline MacMahon, Ruby Keeler",A wealthy composer rescues unemployed Broadway performers with a new play.,English,USA,Nominated for 1 Oscar. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.7,"7,120",tt0024069,movie,N/A,N/A,Warner Bros.,N/A,True
King Kong,1933,Passed,07 Apr 1933,100 min,"Adventure, Horror, Sci-Fi","Merian C. Cooper, Ernest B. Schoedsack","James Ashmore Creelman (screen play), Ruth Rose (screen play), Merian C. Cooper (from an idea conceived by), Edgar Wallace (from an idea conceived by)","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,English,USA,3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.9,"78,101",tt0024216,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
Las Hurdes,1933,N/A,01 Dec 1933,30 min,"Documentary, Short",Luis Buñuel,"Luis Buñuel (commentary), Luis Buñuel, Rafael Sánchez Ventura (commentary), Pierre Unik (commentary)","Abel Jacquin, Alexandre O'Neill","A surrealistic documentary portrait of the region of Las Hurdes, a remote region of Spain where civilisation has barely developed, showing how the local peasants try to survive without even the most basic utilities and skills.",French,Spain,N/A,https://m.media-amazon.com/images/M/MV5BY2I3NzMyOTQtZWIwMi00OGZmLTlmNzItN2FkN2QzZGY1NWQxXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"5,176",tt0023037,movie,N/A,N/A,N/A,N/A,True
Queen Christina,1933,Approved,09 Feb 1934,99 min,"Biography, Drama, History, Romance",Rouben Mamoulian,"H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)","Greta Garbo, John Gilbert, Ian Keith, Lewis Stone","Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.","English, Spanish",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.6,"6,951",tt0024481,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
She Done Him Wrong,1933,Passed,09 Feb 1933,66 min,"Comedy, Drama, History, Musical, Romance",Lowell Sherman,"Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland","In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",English,USA,Nominated for 1 Oscar. Another 2 wins.,https://m.media-amazon.com/images/M/MV5BY2Q3NjEzMTAtMDY3ZS00MDQ5LWI2N2MtZjk4NTE2ZDIwMzU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,6.3,"5,304",tt0024548,movie,N/A,N/A,Paramount Pictures,N/A,True
Sons of the Desert,1933,Passed,29 Dec 1933,68 min,Comedy,William A. Seiter,Frank Craven (story),"Stan Laurel, Oliver Hardy, Charley Chase, Mae Busch","When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTU1Mzk4NjEwMV5BMl5BanBnXkFtZTgwMjEzNTU3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.6,"7,656",tt0024601,movie,N/A,N/A,Hal Roach Studios Inc.,N/A,True
Zero for Conduct,1933,Not Rated,21 Jun 1947,44 min,"Short, Comedy, Drama",Jean Vigo,Jean Vigo (scenario),"Jean Dasté, Robert le Flon, Du Verron, Delphin","In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",French,France,1 win.,https://m.media-amazon.com/images/M/MV5BNTAyY2YyZjUtOTBhYi00ZTE1LWJjZmQtODlmNzc2M2E5MGE1XkEyXkFqcGdeQXVyNjI5NTk0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"7,674",tt0024803,movie,N/A,N/A,N/A,N/A,True
L'Atalante,1934,Not Rated,21 Jun 1947,89 min,"Comedy, Drama, Romance",Jean Vigo,"Jean Guinée (scenario), Albert Riéra (adaptation), Jean Vigo (adaptation), Albert Riéra (dialogue), Jean Vigo (dialogue)","Dita Parlo, Jean Dasté, Gilles Margaritis, Louis Lefebvre",Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,"French, Russian",France,1 nomination.,https://m.media-amazon.com/images/M/MV5BMGRkOTA2NjYtMDEyOC00MWUxLTkzMjctZmU0MjVjZTQ1MjZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"14,311",tt0024844,movie,N/A,N/A,G.F.F.A (Gaumont-Franco Film-Aubert,N/A,True
The Black Cat,1934,Not Rated,07 May 1934,65 min,"Adventure, Crime, Horror, Romance, Thriller",Edgar G. Ulmer,"Edgar Allan Poe (suggested by a story by), Peter Ruric (screenplay), Edgar G. Ulmer (story), Peter Ruric (story)","Boris Karloff, Bela Lugosi, David Manners, Julie Bishop",American honeymooners in Hungary become trapped in the home of a Satan-worshiping priest when the bride is taken there for medical help following a road accident.,"English, Latin, Hungarian",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNTkzZmMzZDEtNGVlNC00MDdlLThjZDctOTg2YzY2YjMxN2IxXkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,7.0,"9,359",tt0024894,movie,N/A,N/A,Universal Pictures,N/A,True
The Goddess,1934,TV-PG,N/A,85 min,Drama,Yonggang Wu,Yonggang Wu (script director),"Lingyu Ruan, Tian Jian, Zhizhi Zhang, Keng Li","Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China.",Chinese,China,N/A,https://m.media-amazon.com/images/M/MV5BYTBiZDIxMDAtYjIwOC00M2YxLWE3MWItMGJiYmEzMjgxN2I1XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.8,"1,477",tt0195256,movie,N/A,N/A,N/A,N/A,True
It Happened One Night,1934,Approved,22 Feb 1934,105 min,"Comedy, Romance",Frank Capra,"Robert Riskin (screen play), Samuel Hopkins Adams (based on the short story by)","Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,English,USA,Won 5 Oscars. Another 5 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.1,"92,419",tt0025316,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True
It's a Gift,1934,Passed,30 Nov 1934,68 min,Comedy,Norman Z. McLeod,"Jack Cunningham (screen play), J.P. McEvoy (from ""The Comic Supplement"" by), W.C. Fields (based upon a story by)","W.C. Fields, Kathleen Howard, Jean Rouverol, Julian Madison","A henpecked New Jersey grocer makes plans to move to California to grow oranges, despite the resistance of his overbearing wife.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZmI2MGIwODgtNzQxOS00MzJlLWEyMTgtNTk3MjdlMmMzN2MxXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.2,"4,668",tt0025318,movie,N/A,N/A,Paramount Pictures,N/A,True
The Thin Man,1934,TV-PG,25 May 1934,91 min,"Comedy, Crime, Mystery",W.S. Van Dyke,"Albert Hackett (screen play), Frances Goodrich (screen play), Dashiell Hammett (from the novel by)","William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",English,USA,Nominated for 4 Oscars. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.0,"26,019",tt0025878,movie,N/A,N/A,"Metro Goldwyn Mayer, Cosmopolitan Films",N/A,True
The 39 Steps,1935,Not Rated,01 Aug 1935,86 min,"Mystery, Thriller",Alfred Hitchcock,"John Buchan (adapted from the novel by), Charles Bennett (adaptation), Ian Hay (dialogue)","Robert Donat, Madeleine Carroll, Lucie Mannheim, Godfrey Tearle","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",English,UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.6,"50,839",tt0026029,movie,N/A,N/A,Gaumont British Picture Corporation Ltd.,N/A,True
The Bride of Frankenstein,1935,Not Rated,06 May 1935,75 min,"Drama, Horror, Sci-Fi",James Whale,"Mary Shelley (suggested by: the original story written in 1816 by), William Hurlbut (adapted by), John L. Balderston (adapted by), William Hurlbut (screenplay)","Boris Karloff, Colin Clive, Valerie Hobson, Ernest Thesiger","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",English,USA,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.8,"43,049",tt0026138,movie,N/A,N/A,Universal Pictures,N/A,True
Captain Blood,1935,Passed,28 Dec 1935,119 min,"Action, Adventure",Michael Curtiz,"Rafael Sabatini (by), Casey Robinson (screen play)","Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone","After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjMwNDc1MzMyNV5BMl5BanBnXkFtZTgwODUzMjU1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.7,"12,791",tt0026174,movie,N/A,N/A,Warner Brothers/Seven Arts,N/A,True
Mutiny on the Bounty,1935,Passed,12 Jan 1936,132 min,"Adventure, Biography, Drama, History, Romance",Frank Lloyd,"Talbot Jennings (screenplay), Jules Furthman (screenplay), Carey Wilson (screenplay), Charles Nordhoff (book), James Norman Hall (book), Margaret Booth","Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin","First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1788 mutiny.","English, Polynesian",USA,Won 1 Oscar. Another 2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNmRhZWU4MTAtNzE0OC00YjIyLTk2MGItMDRjYTc0MTZiNmU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"20,557",tt0026752,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
A Night at the Opera,1935,Passed,15 Nov 1935,96 min,"Comedy, Music, Musical","Sam Wood, Edmund Goulding","George S. Kaufman (screen play), Morrie Ryskind (screen play), James Kevin McGuinness (from a story by)","Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle",A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,"English, Italian",USA,1 win.,https://m.media-amazon.com/images/M/MV5BYTJmNmQxNGItNDNlMC00MDU3LWFhNzMtZDQ2NDY0ZTVkNjE3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.9,"30,124",tt0026778,movie,N/A,N/A,Metro Goldwyn Mayer,N/A,True
Peter Ibbetson,1935,Not Rated,07 Nov 1935,85 min,"Drama, Fantasy, Romance",Henry Hathaway,"Vincent Lawrence (screenplay), Waldemar Young (screenplay), John Meehan (additional scenes), Edwin Justus Mayer (additional scenes), George L. Du Maurier (novel), John Nathaniel Raphael (play), Constance Collier (adaptation)","Gary Cooper, Ann Harding, John Halliday, Ida Lupino","A Victorian-era architect, commissioned by the Duke of Towers to design his stables, falls in love with the Duchess.","English, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BODBjOTc2NjMtYzE0Ni00YjRiLTlhODYtMTUxMDFkMDRiN2U0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,7.1,"1,714",tt0026866,movie,N/A,N/A,N/A,N/A,True
Top Hat,1935,Not Rated,06 Sep 1935,101 min,"Comedy, Musical, Romance",Mark Sandrich,"Dwight Taylor (screen play), Allan Scott (screen play), Dwight Taylor (story)","Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.","English, Italian",USA,Nominated for 4 Oscars. Another 2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.7,"17,068",tt0027125,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
Triumph of the Will,1935,Not Rated,28 Mar 1935,110 min,"Documentary, History, War",Leni Riefenstahl,"Leni Riefenstahl, Walter Ruttmann, Eberhard Taubert","Adolf Hitler, Max Amann, Martin Bormann, Walter Buch","The infamous propaganda film of the 1934 Nazi Party rally in Nuremberg, Germany.",German,Germany,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTIzNGE3MTYtYjIyNy00MTM2LTg3MDItOWNjYWNkNDNlMjM1XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,7.3,"14,660",tt0025913,movie,N/A,N/A,N/A,N/A,True
Camille,1936,Passed,N/A,109 min,"Drama, Romance",George Cukor,"Zoe Akins (screen play), Frances Marion (screen play), James Hilton (screen play), Alexandre Dumas fils (play), Alexandre Dumas fils (novel)","Greta Garbo, Robert Taylor, Lionel Barrymore, Elizabeth Allan","A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail.","English, French, Latin",USA,Nominated for 1 Oscar. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BMjAxODQwMjI2MV5BMl5BanBnXkFtZTgwMzc3NTMyMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,7.4,"7,096",tt0028683,movie,N/A,N/A,Metro-Goldwyn-Mayer,N/A,True
A Day in the Country,1946,Not Rated,12 Dec 1950,40 min,"Short, Comedy, Drama, Romance",Jean Renoir,"Jean Renoir, Guy de Maupassant (short story)","Sylvia Bataille, Georges D'Arnoux, Jane Marken, André Gabriello","The family of a Parisian shop-owner spends a day in the country. The daughter falls in love with a man at the inn, where they spend the day.",French,France,1 win.,https://m.media-amazon.com/images/M/MV5BMTFmMzgwMWEtMDVlNy00MDdhLWJjODEtZjU3MTY3MzhhMjZmXkEyXkFqcGdeQXVyNjI5NTk0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"5,291",tt0028445,movie,N/A,N/A,N/A,N/A,True
Dodsworth,1936,Passed,23 Sep 1936,101 min,"Drama, Romance",William Wyler,"Sinclair Lewis (novel), Sidney Howard (dramatisation), Sidney Howard (screenplay)","Walter Huston, Ruth Chatterton, Paul Lukas, Mary Astor",A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,"English, French, German, Italian",USA,Won 1 Oscar. Another 2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNTIzOWU0NWUtN2Y2ZC00N2U2LTliMzQtZWNjNmZkNTc4YTU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.8,"7,988",tt0027532,movie,N/A,N/A,Samuel Goldwyn Company,N/A,True
Modern Times,1936,G,25 Feb 1936,87 min,"Comedy, Drama, Family, Romance",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,English,USA,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",96,8.5,"213,467",tt0027977,movie,N/A,N/A,Charles Chaplin Productions,N/A,True
Mr. Deeds Goes to Town,1936,Not Rated,12 Apr 1936,115 min,"Comedy, Drama, Romance",Frank Capra,"Robert Riskin (screen play), Clarence Budington Kelland (story)","Gary Cooper, Jean Arthur, George Bancroft, Lionel Stander",A simple small-town man inherits a massive fortune and is immediately hounded by those who wish to take advantage of him.,English,USA,Won 1 Oscar. Another 4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNzdiMDVkNmMtNDI0Ny00MTQ5LWEwNjAtODQxOGNjOTZmMGVmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.9,"19,460",tt0027996,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True
My Man Godfrey,1936,Not Rated,06 Sep 1936,94 min,"Comedy, Drama, Romance",Gregory La Cava,"Morrie Ryskind (screen play), Eric Hatch (screen play), Eric Hatch (based on the novel by)","William Powell, Carole Lombard, Alice Brady, Gail Patrick",A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,"English, Russian",USA,Nominated for 6 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BNmMwZTJlMTctYjM5Ni00Zjg4LWEzN2EtZmJlZjcyMmMzM2NiL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,8.0,"20,661",tt0028010,movie,N/A,N/A,Universal Pictures,N/A,True
Swing Time,1936,Not Rated,12 Oct 1936,103 min,"Comedy, Musical, Romance",George Stevens,"Howard Lindsay (screen play), Allan Scott (screen play), Erwin Gelsey (from a story by)","Fred Astaire, Ginger Rogers, Victor Moore, Helen Broderick","Roguish gambler/dancer ""Lucky"" Garnett is challenged by his fiance's father to come up with $25,000 to prove he's worthy of her hand. But after he falls in love with a dance instructor, Lucky'll do anything to keep from earning the bucks.","English, French",USA,Won 1 Oscar. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZWEwNjhlMzYtOGU3Ni00OTg3LWFjOWUtOTg0MDk3M2U0ODk1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.6,"12,057",tt0028333,movie,N/A,N/A,RKO Radio Pictures Inc.,N/A,True
The Story of a Cheat,1936,N/A,26 Sep 1938,81 min,Comedy,Sacha Guitry,Sacha Guitry,"Sacha Guitry, Adolphe Borchard, Marcel Lucien, Raymond Clunie","A charming scoundrel reflects on his exploits, from childhood through to manhood.",French,France,1 nomination.,https://m.media-amazon.com/images/M/MV5BOGM2MTFjOWEtYWQzOC00NjcyLTgxMTUtZTVkNTk0MzNjMTJiXkEyXkFqcGdeQXVyNTAzNTYzMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",N/A,7.6,"1,750",tt0028201,movie,N/A,N/A,Cinéas,N/A,True
Things to Come,1936,Not Rated,14 Sep 1936,100 min,"Drama, Sci-Fi, War",William Cameron Menzies,"H.G. Wells (novel), H.G. Wells (screenplay)","Raymond Massey, Edward Chapman, Ralph Richardson, Margaretta Scott","The story of a century: a decades-long second World War leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMDA2ZTZjMTctNmZiYi00MDA1LWEzZDQtN2JhYjRiNjMyMzEyXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]",N/A,6.7,"6,956",tt0028358,movie,N/A,N/A,London Film Production,N/A,True
The Awful Truth,1937,Passed,21 Oct 1937,90 min,"Comedy, Romance",Leo McCarey,"Viña Delmar (screen play), Arthur Richman (based on a play by)","Irene Dunne, Cary Grant, Ralph Bellamy, Alexander D'Arcy","A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought.","English, French, Italian",USA,Won 1 Oscar. Another 2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"17,239",tt0028597,movie,N/A,N/A,Columbia Pictures Corporation,N/A,True
